GameId,Role,PitcherHandedness,Delivery,ReleaseSpeed,ZoneSpeed,PitchVerticalApproachAngle,ReleaseExtension,ReleaseHeight,ReleaseSide,ArmAngleBR,ArmSlotBR,StrideLength,StrideLengthPercentHeight,StrideWidth,TimeToPlate,PeakHipsVeloX,PeakPitchHandVeloX,DLHipRotMin,HSSepMin,PARotMax,PAScapRetMin,SLKneeFlexFP,PAElbowFlexBR,SLKneeFlexBR,TorsoFBBR,TorsoSBBR,PeakMomDL,PeakMomSL,PeakMomTorso,PeakMomLFA,PeakMomLUA,PeakMomPFA,PeakMomPUA,PeakMomTotalBody,PeakMomTimeDL,PeakMomTimeSL,PeakMomTimeTorso,PeakMomTimeLFA,PeakMomTimeLUA,PeakMomTimePFA,PeakMomTimePUA,PeakMomTimeTotalBody,PeakPelvisRotVelo,PeakPelvisRotVeloTime,PeakChestRotVelo,PeakChestRotVeloTime,PeakElbowExtVelo,PeakElbowExtVeloTime,PeakShoulderIRVelo,PeakShoulderIRVeloTime,PelvisChestPeakTimeDiff,PeakSLKneeExtVelo,ClosingSpeed,ClosingTime,TimeFirstMove,TimeHandSeparation,TimePeakKneeLift,TimeFootPlant,TimeMER,PitchType,SpinRate,SpinDirection,InducedVertBreak,SpinEfficiency,PitchCount
717247,Pitcher,R,WU,82.04570007,74.85182953,-7.586830139,6.803792,5.705190182,-1.68848002,95.33962977,39.90271922,5.966331468,0.917897149,0.637575815,1.808364782,9.518490994,73.71718939,-57.59477228,-55.29914785,182.9870482,-36.56401946,37.81022888,44.314765,55.43138468,34.16368977,-19.60940529,58.59747897,63.16313861,159.0350652,13.8352211,20.4020337,24.98240242,33.65329318,297.7243317,-0.205033,-0.275023,-0.10838,-0.115046,-0.115046,-0.011727,-0.051721,-0.135043,678.7949301,-0.141708,1016.267187,-0.095048,1469.137476,-0.015059,3248.969354,0.011604,0.04666,-184.0685164,511.9628487,0.129982,-1.334841,-0.511657,-0.821601,-0.125044,-0.038389,CB,2234.586182,29.18759918,-10.72705078,0.794777946,7
717247,Pitcher,R,WU,80.25679779,72.78787231,-7.853539944,6.627188683,5.66602993,-1.723809958,95.06395055,39.24131231,5.921713081,0.911032782,0.615661068,1.854929593,9.286775374,74.07105121,-57.18023615,-56.77512514,181.8721137,-38.82523143,36.17582743,47.04972146,58.96427882,33.09356861,-18.68177694,60.04011623,61.81111216,163.4670097,13.6955475,20.49309821,25.17349075,33.66848235,305.9864281,-0.2128105,-0.2594735,-0.1228185,-0.1561485,-0.1128185,-0.0094945,-0.0528235,-0.1294845,659.5438424,-0.1361505,1087.56036,-0.1028195,1443.852963,-0.0128275,3133.143637,0.0105045,0.033331,-175.9975778,525.5244717,0.133323,-1.3693815,-0.5061195,-0.8194265,-0.1361505,-0.0361585,CB,2237.258545,36.48759842,-10.84545565,0.845480917,8
716775,Pitcher,R,S,83.22290039,75.76842499,-5.449120045,6.685760021,5.5229702,-2.326280117,91.17143962,32.29998519,5.980315872,0.920048596,0.686858631,1.556096254,8.065666951,74.45030069,-56.83925213,-55.84318587,179.0890036,-42.58501914,31.67346397,49.28991659,48.65578108,34.66494219,-21.92986407,56.80803282,62.81904494,155.1909245,14.29030487,19.49560014,25.74757132,33.37395553,293.404502,-0.2257933,-0.3724473,-0.1324683,-0.1591323,-0.1158023,-0.0091453,-0.0491423,-0.1391343,551.7500006,-0.1258023,1044.311159,-0.1024703,1448.073774,-0.0158113,3046.077259,0.0108527,0.023332,-153.9857404,362.816423,0.199982,-1.0890503,-0.5157673,-0.6990843,-0.1358013,-0.0358093,SL,2438.720459,126.1289978,10.70616174,0.460587663,3
717299,Pitcher,R,S,82.61750031,75.95488739,-10.74660015,6.861455917,5.631659985,-1.773190022,98.9635425,39.58455455,6.088045028,0.936622312,0.725117125,1.585573908,9.401403182,75.76986957,-57.59897813,-59.32871119,180.2825917,-38.12386685,35.06457539,46.73999316,55.21694488,34.15499861,-18.91365131,58.91906621,66.63827223,159.1468837,14.37778743,19.94341637,25.97824566,34.9439356,300.6570575,-0.1837983,-0.3437843,-0.1338023,-0.1504673,-0.1171373,-0.0104793,-0.0471433,-0.1438013,471.9512777,-0.1204703,1086.987576,-0.1004713,1641.520188,-0.0071463,3569.191673,0.0128517,0.019999,-83.19103995,544.3883545,0.139988,-1.1137173,-0.4937713,-0.7204183,-0.1071383,-0.0338113,CB,2287.363037,39.23550034,-10.25696683,0.819774056,5
717299,Pitcher,R,S,82.17479706,74.53184509,-6.85615015,6.757302761,5.433100224,-2.006469965,93.64584832,29.65138539,5.870084094,0.903089861,0.708432128,1.57051385,8.918923744,71.65903009,-56.00963247,-59.70221445,176.9878697,-32.25545755,37.20923415,45.8568491,59.80843274,33.96368356,-17.83368742,58.14297802,63.35644263,150.9731136,13.1688628,19.27917642,24.91418936,34.01326859,285.4065865,-0.1919958,-0.3353168,-0.1353348,-0.1320018,-0.1220018,-0.0220108,-0.0486748,-0.1486668,470.1597055,-0.2019958,1062.482108,-0.1086698,1611.444795,-0.0120118,3382.138688,0.0113192,0.093326,-30.71090107,495.1098825,0.156653,-1.0952508,-0.4919698,-0.7152838,-0.1120028,-0.0353428,SL,2297.780762,137.3959961,11.53678393,0.33751781,6
717033,Pitcher,R,WU,93.56629944,85.99507904,-6.557139874,6.95581913,5.639979839,-1.967290044,99.62992452,40.51508892,5.874080919,0.903704757,0.490393978,1.672589745,9.166836421,74.78324178,-55.09632075,-60.15216637,183.9833217,-31.77182061,52.29577699,47.12964966,57.8758606,36.51531672,-18.94811599,61.53928996,64.34671715,157.9866682,14.03768421,20.18758758,25.79421662,34.82852288,290.3452974,-0.256057,-0.352715,-0.126068,-0.112736,-0.109403,-0.012745,-0.046076,-0.199395,471.6278154,-0.122735,1130.877635,-0.092738,1548.367972,-0.012745,3107.127235,0.013919,0.029997,-6.918107204,537.1715599,0.139987,-1.259299,-0.502701,-0.792675,-0.076073,-0.036077,FB,2017.980835,187.6369934,17.96946287,0.9363216,1
717442,Pitcher,R,S,80.540802,74.32702637,-5.357789993,6.746417999,5.649179935,-1.582229972,94.07323198,37.55549532,6.027559675,0.927316873,0.741224882,1.650062884,9.118505702,74.04013262,-56.36033873,-59.06199571,178.2557596,-33.60792353,38.87765433,49.2821758,52.42930125,34.13967643,-20.11640983,53.6015448,59.66383517,149.9564737,12.69193963,18.36005381,24.85606547,32.37571831,279.9204312,-0.2481932,-0.3815142,-0.1315372,-0.1182052,-0.1182052,-0.0148812,-0.0482112,-0.1282042,449.0045561,-0.2148632,1015.482932,-0.0982072,1438.665847,-0.0115482,3178.731478,0.0117828,0.116656,-70.23880293,500.73141,0.146653,-1.1714412,-0.5115022,-0.7648122,-0.1115392,-0.0348792,SL,2130.757813,152.3939972,9.64369297,0.345139392,4
717442,Pitcher,R,S,81.48970032,74.88299561,-4.309440136,7.008407593,5.605380058,-1.367570043,93.62822955,39.28067726,6.106859959,0.939516917,0.630710344,1.647198243,9.751857299,74.1354154,-55.98442182,-58.93015719,179.181443,-33.27090122,34.38672303,49.86122658,58.46098938,34.8772877,-21.14935551,55.75144082,62.44207576,154.1251674,12.95901958,18.88787115,24.62799172,32.73329901,289.6559366,-0.2167252,-0.3833732,-0.1234032,-0.1667312,-0.1134042,-0.0100822,-0.0500782,-0.1334012,474.101009,-0.2167252,1010.648008,-0.0967392,1437.999128,-0.0100822,3129.449215,0.0099148,0.119986,-78.97637192,495.6741197,0.143317,-1.1732822,-0.5033592,-0.7466642,-0.1367342,-0.0334132,SL,2048.060303,137.2839966,12.1791544,0.391149251,5
717033,Pitcher,R,WU,81.26599884,75.37830353,-10.65610027,6.771112442,5.683839798,-2.148139954,102.3540828,44.78256776,5.771270604,0.887887785,1.02485396,1.750598538,8.401000352,75.73084732,-56.54552651,-61.90106867,181.699959,-30.38671166,31.71190074,44.28654543,62.21777345,34.79558997,-20.21063261,61.25339263,64.95385735,160.9274663,14.14903316,20.48408029,26.11692001,33.44630848,304.6116411,-0.2543096,-0.3876306,-0.1243226,-0.1509866,-0.1143236,-0.0109996,-0.0476626,-0.1276556,518.4599508,-0.1609856,1124.326968,-0.0976586,1558.291529,-0.0109996,3271.131607,0.0123314,0.063327,-118.6317312,518.3175975,0.139987,-1.2742136,-0.5042866,-0.7909256,-0.1409876,-0.0343306,CB,2167.219238,32.99209976,-12.95629835,0.831158504,2
717033,Pitcher,R,WU,92.34100342,85.31845093,-6.287829876,7.153792858,5.575779915,-2.037529945,98.37769952,41.44041263,5.95733052,0.916512388,0.619367026,1.687061113,9.114658931,74.98354987,-55.88858015,-61.66412471,183.2103554,-30.48868451,58.04180324,48.0075997,60.94271405,35.78192192,-18.43110918,60.35509697,64.85789012,165.9212568,13.83491977,20.60069177,25.90106033,34.48601319,309.4184147,-0.252845,-0.352835,-0.129523,-0.15952,-0.109525,-0.009534,-0.046197,-0.139522,520.3347216,-0.129523,1168.636708,-0.09286,1544.465214,-0.009534,2859.059639,0.013797,0.036663,-30.32450002,523.603382,0.139987,-1.269417,-0.499488,-0.779462,-0.066195,-0.036198,FB,2030.345581,186.9609985,17.47939968,0.900572715,3
